week,topic,activity,momentum
2023-10-30,Education,0,-1.0
2023-11-06,Education,0,-1.0
2023-11-13,Education,0,-1.0
2023-11-20,Education,0,-1.0
2023-11-27,Education,0,-1.0
2023-12-04,Education,0,-1.0
2023-12-11,Education,0,-1.0
2023-12-18,Education,0,-1.0
2023-12-25,Education,0,-1.0
2024-01-01,Education,0,-1.0
2024-01-08,Education,0,-1.0
2024-01-15,Education,0,-1.0
2024-01-22,Education,0,-1.0
2024-01-29,Education,0,-1.0
2024-02-05,Education,0,-1.0
2024-02-12,Education,0,-1.0
2024-02-19,Education,0,-1.0
2024-02-26,Education,0,-1.0
2024-03-04,Education,0,-1.0
2024-03-11,Education,0,-1.0
2024-03-18,Education,0,-1.0
2024-03-25,Education,0,-1.0
2024-04-01,Education,0,-1.0
2024-04-08,Education,0,-1.0
2024-04-15,Education,0,-1.0
2024-04-22,Education,0,-1.0
2024-04-29,Education,0,-1.0
2024-05-06,Education,0,-1.0
2024-05-13,Education,0,-1.0
2024-05-20,Education,0,-1.0
2024-05-27,Education,0,-1.0
2024-06-03,Education,0,-1.0
2024-06-10,Education,0,-1.0
2024-06-17,Education,0,-1.0
2024-06-24,Education,0,-1.0
2024-07-01,Education,0,-1.0
2024-07-08,Education,0,-1.0
2024-07-15,Education,0,-1.0
2024-07-22,Education,0,-1.0
2024-07-29,Education,0,-1.0
2024-08-05,Education,0,-1.0
2024-08-12,Education,0,-1.0
2024-08-19,Education,0,-1.0
2024-08-26,Education,0,-1.0
2024-09-02,Education,0,-1.0
2024-09-09,Education,0,-1.0
2024-09-16,Education,0,-1.0
2024-09-23,Education,0,-1.0
2024-09-30,Education,0,-1.0
2024-10-07,Education,0,-1.0
2024-10-14,Education,0,-1.0
2024-10-21,Education,0,-1.0
2024-10-28,Education,0,-1.0
2024-11-04,Education,0,-1.0
2024-11-11,Education,0,-1.0
2024-11-18,Education,0,-1.0
2024-11-25,Education,0,-1.0
2024-12-02,Education,0,-1.0
2024-12-09,Education,1,1.9999996400000435
2024-12-16,Education,0,1.9999996400000435
2024-12-23,Education,0,1.9999996400000435
2024-12-30,Education,0,1.9999996400000435
2025-01-06,Education,0,-1.0
2025-01-13,Education,0,-1.0
2025-01-20,Education,0,-1.0
2025-01-27,Education,0,-1.0
2025-02-03,Education,0,-1.0
2025-02-10,Education,1,0.49999991000000543
2025-02-17,Education,0,0.49999991000000543
2025-02-24,Education,0,0.49999991000000543
2025-03-03,Education,0,1.9999996400000435
2025-03-10,Education,0,-1.0
2025-03-17,Education,0,-1.0
2025-03-24,Education,0,-1.0
2025-03-31,Education,0,-1.0
2025-04-07,Education,0,-1.0
2025-04-14,Education,0,-1.0
2025-04-21,Education,0,-1.0
2025-04-28,Education,0,-1.0
2025-05-05,Education,0,-1.0
2025-05-12,Education,0,-1.0
2025-05-19,Education,0,-1.0
2025-05-26,Education,0,-1.0
2025-06-02,Education,0,-1.0
2025-06-09,Education,0,-1.0
2025-06-16,Education,0,-1.0
2025-06-23,Education,0,-1.0
2025-06-30,Education,0,-1.0
2025-07-07,Education,0,-1.0
2025-07-14,Education,0,-1.0
2025-07-21,Education,0,-1.0
2025-07-28,Education,0,-1.0
2025-08-04,Education,0,-1.0
2025-08-11,Education,0,-1.0
2025-08-18,Education,0,-1.0
2025-08-25,Education,0,-1.0
2025-09-01,Education,0,-1.0
2025-09-08,Education,0,-1.0
2025-09-15,Education,0,-1.0
2025-09-22,Education,0,-1.0
2025-09-29,Education,0,-1.0
2025-10-06,Education,0,-1.0
2025-10-13,Education,0,-1.0
2025-10-20,Education,0,-1.0
2025-10-27,Education,0,-1.0
2025-11-03,Education,0,-1.0
2025-11-10,Education,0,-1.0
2025-11-17,Education,0,-1.0
2025-11-24,Education,0,-1.0
2025-12-01,Education,0,-1.0
2025-12-08,Education,0,-1.0
2025-12-15,Education,0,-1.0
2025-12-22,Education,0,-1.0
2025-12-29,Education,0,-1.0
2026-01-05,Education,0,-1.0
2026-01-12,Education,0,-1.0
2026-01-19,Education,0,-1.0
2026-01-26,Education,0,-1.0
2026-02-02,Education,1,1.9999996400000435
2026-02-09,Education,1,1.9999998200000109
2026-02-16,Education,0,1.9999998200000109
2026-02-23,Education,1,1.9999998800000047
2026-03-02,Education,0,0.9999999200000032
2026-03-09,Education,0,-3.999999842463353e-08
2026-03-16,Education,0,-3.999999842463353e-08
2026-03-23,Education,0,-1.0
2026-03-30,Education,0,-1.0
2026-04-06,Education,0,-1.0
2026-04-13,Education,0,-1.0
2026-04-20,Education,0,-1.0
2026-04-27,Education,0,-1.0
2026-05-04,Education,0,-1.0
2026-05-11,Education,0,-1.0
2026-05-18,Education,0,-1.0
2026-05-25,Education,0,-1.0
2026-06-01,Education,0,-1.0
2026-06-08,Education,0,-1.0
2026-06-15,Education,0,-1.0
2026-06-22,Education,0,-1.0
2026-06-29,Education,0,-1.0
2022-10-03,Film & Television,0,
2022-10-10,Film & Television,0,
2022-10-17,Film & Television,0,
2022-10-24,Film & Television,0,
2022-10-31,Film & Television,0,
2022-11-07,Film & Television,0,
2022-11-14,Film & Television,0,
2022-11-21,Film & Television,0,
2022-11-28,Film & Television,0,
2022-12-05,Film & Television,0,
2022-12-12,Film & Television,0,
2022-12-19,Film & Television,0,-1.0
2022-12-26,Film & Television,0,-1.0
2023-01-02,Film & Television,0,-1.0
2023-01-09,Film & Television,0,-1.0
2023-01-16,Film & Television,0,-1.0
2023-01-23,Film & Television,0,-1.0
2023-01-30,Film & Television,1,1.9999996400000435
2023-02-06,Film & Television,0,1.9999996400000435
2023-02-13,Film & Television,0,1.9999996400000435
2023-02-20,Film & Television,0,1.9999996400000435
2023-02-27,Film & Television,0,-1.0
2023-03-06,Film & Television,0,-1.0
2023-03-13,Film & Television,0,-1.0
2023-03-20,Film & Television,0,-1.0
2023-03-27,Film & Television,0,-1.0
2023-04-03,Film & Television,0,-1.0
2023-04-10,Film & Television,0,-1.0
2023-04-17,Film & Television,0,-1.0
2023-04-24,Film & Television,0,-1.0
2023-05-01,Film & Television,0,-1.0
2023-05-08,Film & Television,0,-1.0
2023-05-15,Film & Television,0,-1.0
2023-05-22,Film & Television,0,-1.0
2023-05-29,Film & Television,0,-1.0
2023-06-05,Film & Television,0,-1.0
2023-06-12,Film & Television,0,-1.0
2023-06-19,Film & Television,0,-1.0
2023-06-26,Film & Television,0,-1.0
2023-07-03,Film & Television,0,-1.0
2023-07-10,Film & Television,0,-1.0
2023-07-17,Film & Television,0,-1.0
2023-07-24,Film & Television,0,-1.0
2023-07-31,Film & Television,0,-1.0
2023-08-07,Film & Television,0,-1.0
2023-08-14,Film & Television,0,-1.0
2023-08-21,Film & Television,0,-1.0
2023-08-28,Film & Television,0,-1.0
2023-09-04,Film & Television,0,-1.0
2023-09-11,Film & Television,0,-1.0
2023-09-18,Film & Television,0,-1.0
2023-09-25,Film & Television,0,-1.0
2023-10-02,Film & Television,0,-1.0
2023-10-09,Film & Television,0,-1.0
2023-10-16,Film & Television,0,-1.0
2023-10-23,Film & Television,0,-1.0
2023-10-30,Film & Television,0,-1.0
2023-11-06,Film & Television,0,-1.0
2023-11-13,Film & Television,0,-1.0
2023-11-20,Film & Television,0,-1.0
2023-11-27,Film & Television,0,-1.0
2023-12-04,Film & Television,0,-1.0
2023-12-11,Film & Television,0,-1.0
2023-12-18,Film & Television,0,-1.0
2023-12-25,Film & Television,0,-1.0
2024-01-01,Film & Television,0,-1.0
2024-01-08,Film & Television,0,-1.0
2024-01-15,Film & Television,0,-1.0
2024-01-22,Film & Television,0,-1.0
2024-01-29,Film & Television,0,-1.0
2024-02-05,Film & Television,0,-1.0
2024-02-12,Film & Television,0,-1.0
2024-02-19,Film & Television,0,-1.0
2024-02-26,Film & Television,0,-1.0
2024-03-04,Film & Television,0,-1.0
2024-03-11,Film & Television,0,-1.0
2024-03-18,Film & Television,0,-1.0
2024-03-25,Film & Television,0,-1.0
2024-04-01,Film & Television,0,-1.0
2024-04-08,Film & Television,0,-1.0
2024-04-15,Film & Television,0,-1.0
2024-04-22,Film & Television,0,-1.0
2024-04-29,Film & Television,0,-1.0
2024-05-06,Film & Television,0,-1.0
2024-05-13,Film & Television,0,-1.0
2024-05-20,Film & Television,0,-1.0
2024-05-27,Film & Television,0,-1.0
2024-06-03,Film & Television,0,-1.0
2024-06-10,Film & Television,0,-1.0
2024-06-17,Film & Television,0,-1.0
2024-06-24,Film & Television,0,-1.0
2024-07-01,Film & Television,0,-1.0
2024-07-08,Film & Television,0,-1.0
2024-07-15,Film & Television,0,-1.0
2024-07-22,Film & Television,0,-1.0
2024-07-29,Film & Television,0,-1.0
2024-08-05,Film & Television,0,-1.0
2024-08-12,Film & Television,0,-1.0
2024-08-19,Film & Television,0,-1.0
2024-08-26,Film & Television,0,-1.0
2024-09-02,Film & Television,0,-1.0
2024-09-09,Film & Television,0,-1.0
2024-09-16,Film & Television,0,-1.0
2024-09-23,Film & Television,0,-1.0
2024-09-30,Film & Television,0,-1.0
2024-10-07,Film & Television,0,-1.0
2024-10-14,Film & Television,0,-1.0
2024-10-21,Film & Television,0,-1.0
2024-10-28,Film & Television,0,-1.0
2024-11-04,Film & Television,0,-1.0
2024-11-11,Film & Television,0,-1.0
2024-11-18,Film & Television,0,-1.0
2024-11-25,Film & Television,0,-1.0
2024-12-02,Film & Television,0,-1.0
2024-12-09,Film & Television,0,-1.0
2024-12-16,Film & Television,0,-1.0
2024-12-23,Film & Television,0,-1.0
2024-12-30,Film & Television,0,-1.0
2025-01-06,Film & Television,0,-1.0
2025-01-13,Film & Television,0,-1.0
2025-01-20,Film & Television,0,-1.0
2025-01-27,Film & Television,0,-1.0
2025-02-03,Film & Television,0,-1.0
2025-02-10,Film & Television,0,-1.0
2025-02-17,Film & Television,0,-1.0
2025-02-24,Film & Television,0,-1.0
2025-03-03,Film & Television,0,-1.0
2025-03-10,Film & Television,0,-1.0
2025-03-17,Film & Television,0,-1.0
2025-03-24,Film & Television,0,-1.0
2025-03-31,Film & Television,0,-1.0
2025-04-07,Film & Television,0,-1.0
2025-04-14,Film & Television,0,-1.0
2025-04-21,Film & Television,0,-1.0
2025-04-28,Film & Television,0,-1.0
2025-05-05,Film & Television,0,-1.0
2025-05-12,Film & Television,0,-1.0
2025-05-19,Film & Television,0,-1.0
2025-05-26,Film & Television,0,-1.0
2025-06-02,Film & Television,0,-1.0
2025-06-09,Film & Television,0,-1.0
2025-06-16,Film & Television,0,-1.0
2025-06-23,Film & Television,0,-1.0
2025-06-30,Film & Television,0,-1.0
2025-07-07,Film & Television,0,-1.0
2025-07-14,Film & Television,0,-1.0
2025-07-21,Film & Television,0,-1.0
2025-07-28,Film & Television,0,-1.0
2025-08-04,Film & Television,0,-1.0
2025-08-11,Film & Television,0,-1.0
2025-08-18,Film & Television,0,-1.0
2025-08-25,Film & Television,0,-1.0
2025-09-01,Film & Television,0,-1.0
2025-09-08,Film & Television,0,-1.0
2025-09-15,Film & Television,0,-1.0
2025-09-22,Film & Television,0,-1.0
2025-09-29,Film & Television,0,-1.0
2025-10-06,Film & Television,0,-1.0
2025-10-13,Film & Television,0,-1.0
2025-10-20,Film & Television,0,-1.0
2025-10-27,Film & Television,0,-1.0
2025-11-03,Film & Television,0,-1.0
2025-11-10,Film & Television,0,-1.0
2025-11-17,Film & Television,0,-1.0
2025-11-24,Film & Television,0,-1.0
2025-12-01,Film & Television,0,-1.0
2025-12-08,Film & Television,0,-1.0
2025-12-15,Film & Television,0,-1.0
2025-12-22,Film & Television,0,-1.0
2025-12-29,Film & Television,0,-1.0
2026-01-05,Film & Television,2,1.9999998200000109
2026-01-12,Film & Television,1,1.9999998800000047
2026-01-19,Film & Television,1,1.9999999100000028
2026-01-26,Film & Television,4,1.9999999550000007
2026-02-02,Film & Television,1,1.3333333022222225
2026-02-09,Film & Television,3,1.2499999775000004
2026-02-16,Film & Television,0,0.9999999800000003
2026-02-23,Film & Television,1,0.15384614319526646
2026-03-02,Film & Television,2,0.19999999040000005
2026-03-09,Film & Television,4,0.10526315091412752
2026-03-16,Film & Television,0,0.10526315091412752
2026-03-23,Film & Television,0,-0.05263158493074782
2026-03-30,Film & Television,0,-0.2941176520415225
2026-04-06,Film & Television,0,-1.0
2026-04-13,Film & Television,1,-0.81250000140625
2026-04-20,Film & Television,0,-0.7500000025
2026-04-27,Film & Television,0,-0.7272727302479338
2026-05-04,Film & Television,0,-0.6250000056249999
2026-05-11,Film & Television,0,-1.0
2026-05-18,Film & Television,0,-1.0
2026-05-25,Film & Television,0,-1.0
2026-06-01,Film & Television,0,-1.0
2026-06-08,Film & Television,0,-1.0
2026-06-15,Film & Television,0,-1.0
2026-06-22,Film & Television,0,-1.0
2026-06-29,Film & Television,0,-1.0
2022-10-03,Global Affairs & Geopolitics,0,
2022-10-10,Global Affairs & Geopolitics,0,
2022-10-17,Global Affairs & Geopolitics,0,
2022-10-24,Global Affairs & Geopolitics,0,
2022-10-31,Global Affairs & Geopolitics,0,
2022-11-07,Global Affairs & Geopolitics,0,
2022-11-14,Global Affairs & Geopolitics,0,
2022-11-21,Global Affairs & Geopolitics,0,
2022-11-28,Global Affairs & Geopolitics,0,
2022-12-05,Global Affairs & Geopolitics,1,
2022-12-12,Global Affairs & Geopolitics,0,
2022-12-19,Global Affairs & Geopolitics,0,1.9999996400000435
2022-12-26,Global Affairs & Geopolitics,0,1.9999996400000435
2023-01-02,Global Affairs & Geopolitics,0,-1.0
2023-01-09,Global Affairs & Geopolitics,0,-1.0
2023-01-16,Global Affairs & Geopolitics,0,-1.0
2023-01-23,Global Affairs & Geopolitics,0,-1.0
2023-01-30,Global Affairs & Geopolitics,0,-1.0
2023-02-06,Global Affairs & Geopolitics,0,-1.0
2023-02-13,Global Affairs & Geopolitics,1,0.49999991000000543
2023-02-20,Global Affairs & Geopolitics,0,0.49999991000000543
2023-02-27,Global Affairs & Geopolitics,0,1.9999996400000435
2023-03-06,Global Affairs & Geopolitics,0,1.9999996400000435
2023-03-13,Global Affairs & Geopolitics,0,-1.0
2023-03-20,Global Affairs & Geopolitics,0,-1.0
2023-03-27,Global Affairs & Geopolitics,0,-1.0
2023-04-03,Global Affairs & Geopolitics,0,-1.0
2023-04-10,Global Affairs & Geopolitics,0,-1.0
2023-04-17,Global Affairs & Geopolitics,0,-1.0
2023-04-24,Global Affairs & Geopolitics,0,-1.0
2023-05-01,Global Affairs & Geopolitics,0,-1.0
2023-05-08,Global Affairs & Geopolitics,0,-1.0
2023-05-15,Global Affairs & Geopolitics,0,-1.0
2023-05-22,Global Affairs & Geopolitics,0,-1.0
2023-05-29,Global Affairs & Geopolitics,0,-1.0
2023-06-05,Global Affairs & Geopolitics,0,-1.0
2023-06-12,Global Affairs & Geopolitics,0,-1.0
2023-06-19,Global Affairs & Geopolitics,0,-1.0
2023-06-26,Global Affairs & Geopolitics,0,-1.0
2023-07-03,Global Affairs & Geopolitics,0,-1.0
2023-07-10,Global Affairs & Geopolitics,0,-1.0
2023-07-17,Global Affairs & Geopolitics,0,-1.0
2023-07-24,Global Affairs & Geopolitics,0,-1.0
2023-07-31,Global Affairs & Geopolitics,0,-1.0
2023-08-07,Global Affairs & Geopolitics,0,-1.0
2023-08-14,Global Affairs & Geopolitics,0,-1.0
2023-08-21,Global Affairs & Geopolitics,0,-1.0
2023-08-28,Global Affairs & Geopolitics,0,-1.0
2023-09-04,Global Affairs & Geopolitics,0,-1.0
2023-09-11,Global Affairs & Geopolitics,0,-1.0
2023-09-18,Global Affairs & Geopolitics,0,-1.0
2023-09-25,Global Affairs & Geopolitics,0,-1.0
2023-10-02,Global Affairs & Geopolitics,0,-1.0
2023-10-09,Global Affairs & Geopolitics,0,-1.0
2023-10-16,Global Affairs & Geopolitics,0,-1.0
2023-10-23,Global Affairs & Geopolitics,0,-1.0
2023-10-30,Global Affairs & Geopolitics,0,-1.0
2023-11-06,Global Affairs & Geopolitics,0,-1.0
2023-11-13,Global Affairs & Geopolitics,0,-1.0
2023-11-20,Global Affairs & Geopolitics,0,-1.0
2023-11-27,Global Affairs & Geopolitics,0,-1.0
2023-12-04,Global Affairs & Geopolitics,0,-1.0
2023-12-11,Global Affairs & Geopolitics,0,-1.0
2023-12-18,Global Affairs & Geopolitics,0,-1.0
2023-12-25,Global Affairs & Geopolitics,0,-1.0
2024-01-01,Global Affairs & Geopolitics,0,-1.0
2024-01-08,Global Affairs & Geopolitics,0,-1.0
2024-01-15,Global Affairs & Geopolitics,0,-1.0
2024-01-22,Global Affairs & Geopolitics,0,-1.0
2024-01-29,Global Affairs & Geopolitics,0,-1.0
2024-02-05,Global Affairs & Geopolitics,0,-1.0
2024-02-12,Global Affairs & Geopolitics,0,-1.0
2024-02-19,Global Affairs & Geopolitics,0,-1.0
2024-02-26,Global Affairs & Geopolitics,0,-1.0
2024-03-04,Global Affairs & Geopolitics,0,-1.0
2024-03-11,Global Affairs & Geopolitics,0,-1.0
2024-03-18,Global Affairs & Geopolitics,0,-1.0
2024-03-25,Global Affairs & Geopolitics,0,-1.0
2024-04-01,Global Affairs & Geopolitics,0,-1.0
2024-04-08,Global Affairs & Geopolitics,0,-1.0
2024-04-15,Global Affairs & Geopolitics,0,-1.0
2024-04-22,Global Affairs & Geopolitics,0,-1.0
2024-04-29,Global Affairs & Geopolitics,0,-1.0
2024-05-06,Global Affairs & Geopolitics,0,-1.0
2024-05-13,Global Affairs & Geopolitics,0,-1.0
2024-05-20,Global Affairs & Geopolitics,0,-1.0
2024-05-27,Global Affairs & Geopolitics,0,-1.0
2024-06-03,Global Affairs & Geopolitics,0,-1.0
2024-06-10,Global Affairs & Geopolitics,0,-1.0
2024-06-17,Global Affairs & Geopolitics,0,-1.0
2024-06-24,Global Affairs & Geopolitics,0,-1.0
2024-07-01,Global Affairs & Geopolitics,0,-1.0
2024-07-08,Global Affairs & Geopolitics,0,-1.0
2024-07-15,Global Affairs & Geopolitics,0,-1.0
2024-07-22,Global Affairs & Geopolitics,0,-1.0
2024-07-29,Global Affairs & Geopolitics,0,-1.0
2024-08-05,Global Affairs & Geopolitics,0,-1.0
2024-08-12,Global Affairs & Geopolitics,0,-1.0
2024-08-19,Global Affairs & Geopolitics,0,-1.0
2024-08-26,Global Affairs & Geopolitics,0,-1.0
2024-09-02,Global Affairs & Geopolitics,0,-1.0
2024-09-09,Global Affairs & Geopolitics,0,-1.0
2024-09-16,Global Affairs & Geopolitics,0,-1.0
2024-09-23,Global Affairs & Geopolitics,0,-1.0
2024-09-30,Global Affairs & Geopolitics,0,-1.0
2024-10-07,Global Affairs & Geopolitics,0,-1.0
2024-10-14,Global Affairs & Geopolitics,0,-1.0
2024-10-21,Global Affairs & Geopolitics,0,-1.0
2024-10-28,Global Affairs & Geopolitics,0,-1.0
2024-11-04,Global Affairs & Geopolitics,1,1.9999996400000435
2024-11-11,Global Affairs & Geopolitics,0,1.9999996400000435
2024-11-18,Global Affairs & Geopolitics,0,1.9999996400000435
2024-11-25,Global Affairs & Geopolitics,2,1.9999998800000047
2024-12-02,Global Affairs & Geopolitics,0,0.9999999200000032
2024-12-09,Global Affairs & Geopolitics,0,0.9999999200000032
2024-12-16,Global Affairs & Geopolitics,0,0.9999999200000032
2024-12-23,Global Affairs & Geopolitics,1,-0.2500000224999993
2024-12-30,Global Affairs & Geopolitics,0,-0.2500000224999993
2025-01-06,Global Affairs & Geopolitics,0,-0.2500000224999993
2025-01-13,Global Affairs & Geopolitics,0,-0.2500000224999993
2025-01-20,Global Affairs & Geopolitics,0,-1.0
2025-01-27,Global Affairs & Geopolitics,0,-1.0
2025-02-03,Global Affairs & Geopolitics,0,-1.0
2025-02-10,Global Affairs & Geopolitics,0,-1.0
2025-02-17,Global Affairs & Geopolitics,0,-1.0
2025-02-24,Global Affairs & Geopolitics,0,-1.0
2025-03-03,Global Affairs & Geopolitics,0,-1.0
2025-03-10,Global Affairs & Geopolitics,0,-1.0
2025-03-17,Global Affairs & Geopolitics,0,-1.0
2025-03-24,Global Affairs & Geopolitics,0,-1.0
2025-03-31,Global Affairs & Geopolitics,0,-1.0
2025-04-07,Global Affairs & Geopolitics,0,-1.0
2025-04-14,Global Affairs & Geopolitics,0,-1.0
2025-04-21,Global Affairs & Geopolitics,0,-1.0
2025-04-28,Global Affairs & Geopolitics,0,-1.0
2025-05-05,Global Affairs & Geopolitics,0,-1.0
2025-05-12,Global Affairs & Geopolitics,0,-1.0
2025-05-19,Global Affairs & Geopolitics,0,-1.0
2025-05-26,Global Affairs & Geopolitics,0,-1.0
2025-06-02,Global Affairs & Geopolitics,0,-1.0
2025-06-09,Global Affairs & Geopolitics,0,-1.0
2025-06-16,Global Affairs & Geopolitics,0,-1.0
2025-06-23,Global Affairs & Geopolitics,0,-1.0
2025-06-30,Global Affairs & Geopolitics,0,-1.0
2025-07-07,Global Affairs & Geopolitics,0,-1.0
2025-07-14,Global Affairs & Geopolitics,0,-1.0
2025-07-21,Global Affairs & Geopolitics,0,-1.0
2025-07-28,Global Affairs & Geopolitics,0,-1.0
2025-08-04,Global Affairs & Geopolitics,0,-1.0
2025-08-11,Global Affairs & Geopolitics,0,-1.0
2025-08-18,Global Affairs & Geopolitics,0,-1.0
2025-08-25,Global Affairs & Geopolitics,0,-1.0
2025-09-01,Global Affairs & Geopolitics,0,-1.0
2025-09-08,Global Affairs & Geopolitics,0,-1.0
2025-09-15,Global Affairs & Geopolitics,0,-1.0
2025-09-22,Global Affairs & Geopolitics,0,-1.0
2025-09-29,Global Affairs & Geopolitics,0,-1.0
2025-10-06,Global Affairs & Geopolitics,0,-1.0
2025-10-13,Global Affairs & Geopolitics,0,-1.0
2025-10-20,Global Affairs & Geopolitics,0,-1.0
2025-10-27,Global Affairs & Geopolitics,0,-1.0
2025-11-03,Global Affairs & Geopolitics,0,-1.0
2025-11-10,Global Affairs & Geopolitics,0,-1.0
2025-11-17,Global Affairs & Geopolitics,0,-1.0
2025-11-24,Global Affairs & Geopolitics,0,-1.0
2025-12-01,Global Affairs & Geopolitics,0,-1.0
2025-12-08,Global Affairs & Geopolitics,0,-1.0
2025-12-15,Global Affairs & Geopolitics,0,-1.0
2025-12-22,Global Affairs & Geopolitics,0,-1.0
2025-12-29,Global Affairs & Geopolitics,0,-1.0
2026-01-05,Global Affairs & Geopolitics,1,1.9999996400000435
2026-01-12,Global Affairs & Geopolitics,0,1.9999996400000435
2026-01-19,Global Affairs & Geopolitics,0,1.9999996400000435
2026-01-26,Global Affairs & Geopolitics,1,1.9999998200000109
2026-02-02,Global Affairs & Geopolitics,0,0.49999991000000543
2026-02-09,Global Affairs & Geopolitics,4,1.4999999500000007
2026-02-16,Global Affairs & Geopolitics,0,1.4999999500000007
2026-02-23,Global Affairs & Geopolitics,3,1.3333333022222225
2026-03-02,Global Affairs & Geopolitics,1,1.3999999712000002
2026-03-09,Global Affairs & Geopolitics,0,0.1999999856000001
2026-03-16,Global Affairs & Geopolitics,0,0.1999999856000001
2026-03-23,Global Affairs & Geopolitics,0,-0.7000000036
2026-03-30,Global Affairs & Geopolitics,0,-1.0
2026-04-06,Global Affairs & Geopolitics,0,-1.0
2026-04-13,Global Affairs & Geopolitics,0,-1.0
2026-04-20,Global Affairs & Geopolitics,0,-1.0
2026-04-27,Global Affairs & Geopolitics,0,-1.0
2026-05-04,Global Affairs & Geopolitics,0,-1.0
2026-05-11,Global Affairs & Geopolitics,0,-1.0
2026-05-18,Global Affairs & Geopolitics,0,-1.0
2026-05-25,Global Affairs & Geopolitics,0,-1.0
2026-06-01,Global Affairs & Geopolitics,0,-1.0
2026-06-08,Global Affairs & Geopolitics,0,-1.0
2026-06-15,Global Affairs & Geopolitics,0,-1.0
2026-06-22,Global Affairs & Geopolitics,0,-1.0
2026-06-29,Global Affairs & Geopolitics,0,-1.0
2022-10-03,Health & Medicine,0,
2022-10-10,Health & Medicine,0,
2022-10-17,Health & Medicine,0,
2022-10-24,Health & Medicine,0,
2022-10-31,Health & Medicine,0,
2022-11-07,Health & Medicine,0,
2022-11-14,Health & Medicine,0,
2022-11-21,Health & Medicine,0,
2022-11-28,Health & Medicine,0,
2022-12-05,Health & Medicine,0,
2022-12-12,Health & Medicine,0,
2022-12-19,Health & Medicine,0,-1.0
2022-12-26,Health & Medicine,0,-1.0
2023-01-02,Health & Medicine,0,-1.0
2023-01-09,Health & Medicine,0,-1.0
2023-01-16,Health & Medicine,0,-1.0
2023-01-23,Health & Medicine,0,-1.0
2023-01-30,Health & Medicine,0,-1.0
2023-02-06,Health & Medicine,0,-1.0
2023-02-13,Health & Medicine,0,-1.0
2023-02-20,Health & Medicine,0,-1.0
2023-02-27,Health & Medicine,0,-1.0
2023-03-06,Health & Medicine,0,-1.0
2023-03-13,Health & Medicine,0,-1.0
2023-03-20,Health & Medicine,0,-1.0
2023-03-27,Health & Medicine,0,-1.0
2023-04-03,Health & Medicine,0,-1.0
2023-04-10,Health & Medicine,0,-1.0
2023-04-17,Health & Medicine,0,-1.0
2023-04-24,Health & Medicine,0,-1.0
2023-05-01,Health & Medicine,0,-1.0
2023-05-08,Health & Medicine,0,-1.0
2023-05-15,Health & Medicine,0,-1.0
2023-05-22,Health & Medicine,0,-1.0
2023-05-29,Health & Medicine,0,-1.0
2023-06-05,Health & Medicine,0,-1.0
2023-06-12,Health & Medicine,0,-1.0
2023-06-19,Health & Medicine,0,-1.0
2023-06-26,Health & Medicine,0,-1.0
2023-07-03,Health & Medicine,0,-1.0
2023-07-10,Health & Medicine,0,-1.0
2023-07-17,Health & Medicine,0,-1.0
2023-07-24,Health & Medicine,0,-1.0
2023-07-31,Health & Medicine,0,-1.0
2023-08-07,Health & Medicine,0,-1.0
2023-08-14,Health & Medicine,0,-1.0
2023-08-21,Health & Medicine,0,-1.0
2023-08-28,Health & Medicine,0,-1.0
2023-09-04,Health & Medicine,0,-1.0
2023-09-11,Health & Medicine,0,-1.0
2023-09-18,Health & Medicine,0,-1.0
2023-09-25,Health & Medicine,0,-1.0
2023-10-02,Health & Medicine,0,-1.0
2023-10-09,Health & Medicine,0,-1.0
2023-10-16,Health & Medicine,1,1.9999996400000435
2023-10-23,Health & Medicine,0,1.9999996400000435
2023-10-30,Health & Medicine,0,1.9999996400000435
2023-11-06,Health & Medicine,0,1.9999996400000435
2023-11-13,Health & Medicine,0,-1.0
2023-11-20,Health & Medicine,0,-1.0
2023-11-27,Health & Medicine,0,-1.0
2023-12-04,Health & Medicine,0,-1.0
2023-12-11,Health & Medicine,0,-1.0
2023-12-18,Health & Medicine,0,-1.0
2023-12-25,Health & Medicine,0,-1.0
2024-01-01,Health & Medicine,0,-1.0
2024-01-08,Health & Medicine,0,-1.0
2024-01-15,Health & Medicine,0,-1.0
2024-01-22,Health & Medicine,0,-1.0
2024-01-29,Health & Medicine,0,-1.0
2024-02-05,Health & Medicine,0,-1.0
2024-02-12,Health & Medicine,1,1.9999996400000435
2024-02-19,Health & Medicine,0,1.9999996400000435
2024-02-26,Health & Medicine,0,1.9999996400000435
2024-03-04,Health & Medicine,1,1.9999998200000109
2024-03-11,Health & Medicine,1,0.9999999200000032
2024-03-18,Health & Medicine,0,0.9999999200000032
2024-03-25,Health & Medicine,0,0.9999999200000032
2024-04-01,Health & Medicine,0,-3.999999842463353e-08
2024-04-08,Health & Medicine,0,-1.0
2024-04-15,Health & Medicine,0,-1.0
2024-04-22,Health & Medicine,0,-1.0
2024-04-29,Health & Medicine,0,-1.0
2024-05-06,Health & Medicine,0,-1.0
2024-05-13,Health & Medicine,0,-1.0
2024-05-20,Health & Medicine,0,-1.0
2024-05-27,Health & Medicine,0,-1.0
2024-06-03,Health & Medicine,0,-1.0
2024-06-10,Health & Medicine,0,-1.0
2024-06-17,Health & Medicine,0,-1.0
2024-06-24,Health & Medicine,0,-1.0
