week,topic,activity,momentum
2024-07-01,Health & Medicine,0,-1.0
2024-07-08,Health & Medicine,0,-1.0
2024-07-15,Health & Medicine,0,-1.0
2024-07-22,Health & Medicine,0,-1.0
2024-07-29,Health & Medicine,0,-1.0
2024-08-05,Health & Medicine,0,-1.0
2024-08-12,Health & Medicine,0,-1.0
2024-08-19,Health & Medicine,0,-1.0
2024-08-26,Health & Medicine,0,-1.0
2024-09-02,Health & Medicine,0,-1.0
2024-09-09,Health & Medicine,0,-1.0
2024-09-16,Health & Medicine,0,-1.0
2024-09-23,Health & Medicine,0,-1.0
2024-09-30,Health & Medicine,0,-1.0
2024-10-07,Health & Medicine,0,-1.0
2024-10-14,Health & Medicine,0,-1.0
2024-10-21,Health & Medicine,0,-1.0
2024-10-28,Health & Medicine,0,-1.0
2024-11-04,Health & Medicine,0,-1.0
2024-11-11,Health & Medicine,0,-1.0
2024-11-18,Health & Medicine,0,-1.0
2024-11-25,Health & Medicine,1,1.9999996400000435
2024-12-02,Health & Medicine,0,1.9999996400000435
2024-12-09,Health & Medicine,0,1.9999996400000435
2024-12-16,Health & Medicine,1,1.9999998200000109
2024-12-23,Health & Medicine,1,0.9999999200000032
2024-12-30,Health & Medicine,0,0.9999999200000032
2025-01-06,Health & Medicine,0,0.9999999200000032
2025-01-13,Health & Medicine,0,-3.999999842463353e-08
2025-01-20,Health & Medicine,0,-1.0
2025-01-27,Health & Medicine,0,-1.0
2025-02-03,Health & Medicine,0,-1.0
2025-02-10,Health & Medicine,0,-1.0
2025-02-17,Health & Medicine,0,-1.0
2025-02-24,Health & Medicine,0,-1.0
2025-03-03,Health & Medicine,1,-3.999999842463353e-08
2025-03-10,Health & Medicine,1,0.9999999200000032
2025-03-17,Health & Medicine,0,1.9999998200000109
2025-03-24,Health & Medicine,0,1.9999998200000109
2025-03-31,Health & Medicine,0,0.49999991000000543
2025-04-07,Health & Medicine,0,-1.0
2025-04-14,Health & Medicine,0,-1.0
2025-04-21,Health & Medicine,0,-1.0
2025-04-28,Health & Medicine,0,-1.0
2025-05-05,Health & Medicine,0,-1.0
2025-05-12,Health & Medicine,0,-1.0
2025-05-19,Health & Medicine,0,-1.0
2025-05-26,Health & Medicine,0,-1.0
2025-06-02,Health & Medicine,0,-1.0
2025-06-09,Health & Medicine,0,-1.0
2025-06-16,Health & Medicine,0,-1.0
2025-06-23,Health & Medicine,0,-1.0
2025-06-30,Health & Medicine,0,-1.0
2025-07-07,Health & Medicine,0,-1.0
2025-07-14,Health & Medicine,0,-1.0
2025-07-21,Health & Medicine,0,-1.0
2025-07-28,Health & Medicine,0,-1.0
2025-08-04,Health & Medicine,0,-1.0
2025-08-11,Health & Medicine,0,-1.0
2025-08-18,Health & Medicine,0,-1.0
2025-08-25,Health & Medicine,0,-1.0
2025-09-01,Health & Medicine,0,-1.0
2025-09-08,Health & Medicine,0,-1.0
2025-09-15,Health & Medicine,0,-1.0
2025-09-22,Health & Medicine,0,-1.0
2025-09-29,Health & Medicine,0,-1.0
2025-10-06,Health & Medicine,0,-1.0
2025-10-13,Health & Medicine,0,-1.0
2025-10-20,Health & Medicine,0,-1.0
2025-10-27,Health & Medicine,0,-1.0
2025-11-03,Health & Medicine,0,-1.0
2025-11-10,Health & Medicine,0,-1.0
2025-11-17,Health & Medicine,0,-1.0
2025-11-24,Health & Medicine,0,-1.0
2025-12-01,Health & Medicine,0,-1.0
2025-12-08,Health & Medicine,0,-1.0
2025-12-15,Health & Medicine,0,-1.0
2025-12-22,Health & Medicine,0,-1.0
2025-12-29,Health & Medicine,0,-1.0
2026-01-05,Health & Medicine,0,-1.0
2026-01-12,Health & Medicine,0,-1.0
2026-01-19,Health & Medicine,0,-1.0
2026-01-26,Health & Medicine,0,-1.0
2026-02-02,Health & Medicine,0,-1.0
2026-02-09,Health & Medicine,2,1.9999998200000109
2026-02-16,Health & Medicine,0,1.9999998200000109
2026-02-23,Health & Medicine,1,1.9999998800000047
2026-03-02,Health & Medicine,0,1.9999998800000047
2026-03-09,Health & Medicine,0,-3.999999842463353e-08
2026-03-16,Health & Medicine,0,-3.999999842463353e-08
2026-03-23,Health & Medicine,0,-1.0
2026-03-30,Health & Medicine,0,-1.0
2026-04-06,Health & Medicine,0,-1.0
2026-04-13,Health & Medicine,0,-1.0
2026-04-20,Health & Medicine,0,-1.0
2026-04-27,Health & Medicine,0,-1.0
2026-05-04,Health & Medicine,0,-1.0
2026-05-11,Health & Medicine,0,-1.0
2026-05-18,Health & Medicine,0,-1.0
2026-05-25,Health & Medicine,0,-1.0
2026-06-01,Health & Medicine,0,-1.0
2026-06-08,Health & Medicine,0,-1.0
2026-06-15,Health & Medicine,0,-1.0
2026-06-22,Health & Medicine,0,-1.0
2026-06-29,Health & Medicine,0,-1.0
2022-10-03,"Lifestyle, Food & Travel",0,
2022-10-10,"Lifestyle, Food & Travel",0,
2022-10-17,"Lifestyle, Food & Travel",0,
2022-10-24,"Lifestyle, Food & Travel",0,
2022-10-31,"Lifestyle, Food & Travel",0,
2022-11-07,"Lifestyle, Food & Travel",0,
2022-11-14,"Lifestyle, Food & Travel",0,
2022-11-21,"Lifestyle, Food & Travel",0,
2022-11-28,"Lifestyle, Food & Travel",0,
2022-12-05,"Lifestyle, Food & Travel",0,
2022-12-12,"Lifestyle, Food & Travel",0,
2022-12-19,"Lifestyle, Food & Travel",0,-1.0
2022-12-26,"Lifestyle, Food & Travel",0,-1.0
2023-01-02,"Lifestyle, Food & Travel",0,-1.0
2023-01-09,"Lifestyle, Food & Travel",0,-1.0
2023-01-16,"Lifestyle, Food & Travel",0,-1.0
2023-01-23,"Lifestyle, Food & Travel",0,-1.0
2023-01-30,"Lifestyle, Food & Travel",0,-1.0
2023-02-06,"Lifestyle, Food & Travel",0,-1.0
2023-02-13,"Lifestyle, Food & Travel",0,-1.0
2023-02-20,"Lifestyle, Food & Travel",0,-1.0
2023-02-27,"Lifestyle, Food & Travel",0,-1.0
2023-03-06,"Lifestyle, Food & Travel",0,-1.0
2023-03-13,"Lifestyle, Food & Travel",0,-1.0
2023-03-20,"Lifestyle, Food & Travel",0,-1.0
2023-03-27,"Lifestyle, Food & Travel",0,-1.0
2023-04-03,"Lifestyle, Food & Travel",0,-1.0
2023-04-10,"Lifestyle, Food & Travel",0,-1.0
2023-04-17,"Lifestyle, Food & Travel",0,-1.0
2023-04-24,"Lifestyle, Food & Travel",0,-1.0
2023-05-01,"Lifestyle, Food & Travel",0,-1.0
2023-05-08,"Lifestyle, Food & Travel",0,-1.0
2023-05-15,"Lifestyle, Food & Travel",0,-1.0
2023-05-22,"Lifestyle, Food & Travel",0,-1.0
2023-05-29,"Lifestyle, Food & Travel",0,-1.0
2023-06-05,"Lifestyle, Food & Travel",0,-1.0
2023-06-12,"Lifestyle, Food & Travel",0,-1.0
2023-06-19,"Lifestyle, Food & Travel",0,-1.0
2023-06-26,"Lifestyle, Food & Travel",0,-1.0
2023-07-03,"Lifestyle, Food & Travel",0,-1.0
2023-07-10,"Lifestyle, Food & Travel",0,-1.0
2023-07-17,"Lifestyle, Food & Travel",0,-1.0
2023-07-24,"Lifestyle, Food & Travel",0,-1.0
2023-07-31,"Lifestyle, Food & Travel",0,-1.0
2023-08-07,"Lifestyle, Food & Travel",0,-1.0
2023-08-14,"Lifestyle, Food & Travel",0,-1.0
2023-08-21,"Lifestyle, Food & Travel",0,-1.0
2023-08-28,"Lifestyle, Food & Travel",0,-1.0
2023-09-04,"Lifestyle, Food & Travel",0,-1.0
2023-09-11,"Lifestyle, Food & Travel",0,-1.0
2023-09-18,"Lifestyle, Food & Travel",0,-1.0
2023-09-25,"Lifestyle, Food & Travel",0,-1.0
2023-10-02,"Lifestyle, Food & Travel",0,-1.0
2023-10-09,"Lifestyle, Food & Travel",0,-1.0
2023-10-16,"Lifestyle, Food & Travel",0,-1.0
2023-10-23,"Lifestyle, Food & Travel",0,-1.0
2023-10-30,"Lifestyle, Food & Travel",0,-1.0
2023-11-06,"Lifestyle, Food & Travel",0,-1.0
2023-11-13,"Lifestyle, Food & Travel",0,-1.0
2023-11-20,"Lifestyle, Food & Travel",0,-1.0
2023-11-27,"Lifestyle, Food & Travel",0,-1.0
2023-12-04,"Lifestyle, Food & Travel",0,-1.0
2023-12-11,"Lifestyle, Food & Travel",0,-1.0
2023-12-18,"Lifestyle, Food & Travel",0,-1.0
2023-12-25,"Lifestyle, Food & Travel",0,-1.0
2024-01-01,"Lifestyle, Food & Travel",0,-1.0
2024-01-08,"Lifestyle, Food & Travel",0,-1.0
2024-01-15,"Lifestyle, Food & Travel",0,-1.0
2024-01-22,"Lifestyle, Food & Travel",0,-1.0
2024-01-29,"Lifestyle, Food & Travel",1,1.9999996400000435
2024-02-05,"Lifestyle, Food & Travel",0,1.9999996400000435
2024-02-12,"Lifestyle, Food & Travel",0,1.9999996400000435
2024-02-19,"Lifestyle, Food & Travel",0,1.9999996400000435
2024-02-26,"Lifestyle, Food & Travel",0,-1.0
2024-03-04,"Lifestyle, Food & Travel",0,-1.0
2024-03-11,"Lifestyle, Food & Travel",0,-1.0
2024-03-18,"Lifestyle, Food & Travel",0,-1.0
2024-03-25,"Lifestyle, Food & Travel",0,-1.0
2024-04-01,"Lifestyle, Food & Travel",0,-1.0
2024-04-08,"Lifestyle, Food & Travel",0,-1.0
2024-04-15,"Lifestyle, Food & Travel",0,-1.0
2024-04-22,"Lifestyle, Food & Travel",0,-1.0
2024-04-29,"Lifestyle, Food & Travel",0,-1.0
2024-05-06,"Lifestyle, Food & Travel",0,-1.0
2024-05-13,"Lifestyle, Food & Travel",0,-1.0
2024-05-20,"Lifestyle, Food & Travel",0,-1.0
2024-05-27,"Lifestyle, Food & Travel",0,-1.0
2024-06-03,"Lifestyle, Food & Travel",0,-1.0
2024-06-10,"Lifestyle, Food & Travel",0,-1.0
2024-06-17,"Lifestyle, Food & Travel",0,-1.0
2024-06-24,"Lifestyle, Food & Travel",0,-1.0
2024-07-01,"Lifestyle, Food & Travel",0,-1.0
2024-07-08,"Lifestyle, Food & Travel",0,-1.0
2024-07-15,"Lifestyle, Food & Travel",0,-1.0
2024-07-22,"Lifestyle, Food & Travel",0,-1.0
2024-07-29,"Lifestyle, Food & Travel",0,-1.0
2024-08-05,"Lifestyle, Food & Travel",0,-1.0
2024-08-12,"Lifestyle, Food & Travel",0,-1.0
2024-08-19,"Lifestyle, Food & Travel",0,-1.0
2024-08-26,"Lifestyle, Food & Travel",0,-1.0
2024-09-02,"Lifestyle, Food & Travel",0,-1.0
2024-09-09,"Lifestyle, Food & Travel",0,-1.0
2024-09-16,"Lifestyle, Food & Travel",0,-1.0
2024-09-23,"Lifestyle, Food & Travel",0,-1.0
2024-09-30,"Lifestyle, Food & Travel",0,-1.0
2024-10-07,"Lifestyle, Food & Travel",0,-1.0
2024-10-14,"Lifestyle, Food & Travel",0,-1.0
2024-10-21,"Lifestyle, Food & Travel",0,-1.0
2024-10-28,"Lifestyle, Food & Travel",0,-1.0
2024-11-04,"Lifestyle, Food & Travel",0,-1.0
2024-11-11,"Lifestyle, Food & Travel",0,-1.0
2024-11-18,"Lifestyle, Food & Travel",0,-1.0
2024-11-25,"Lifestyle, Food & Travel",0,-1.0
2024-12-02,"Lifestyle, Food & Travel",0,-1.0
2024-12-09,"Lifestyle, Food & Travel",0,-1.0
2024-12-16,"Lifestyle, Food & Travel",0,-1.0
2024-12-23,"Lifestyle, Food & Travel",0,-1.0
2024-12-30,"Lifestyle, Food & Travel",0,-1.0
2025-01-06,"Lifestyle, Food & Travel",0,-1.0
2025-01-13,"Lifestyle, Food & Travel",0,-1.0
2025-01-20,"Lifestyle, Food & Travel",0,-1.0
2025-01-27,"Lifestyle, Food & Travel",0,-1.0
2025-02-03,"Lifestyle, Food & Travel",0,-1.0
2025-02-10,"Lifestyle, Food & Travel",0,-1.0
2025-02-17,"Lifestyle, Food & Travel",0,-1.0
2025-02-24,"Lifestyle, Food & Travel",0,-1.0
2025-03-03,"Lifestyle, Food & Travel",0,-1.0
2025-03-10,"Lifestyle, Food & Travel",0,-1.0
2025-03-17,"Lifestyle, Food & Travel",0,-1.0
2025-03-24,"Lifestyle, Food & Travel",0,-1.0
2025-03-31,"Lifestyle, Food & Travel",0,-1.0
2025-04-07,"Lifestyle, Food & Travel",0,-1.0
2025-04-14,"Lifestyle, Food & Travel",0,-1.0
2025-04-21,"Lifestyle, Food & Travel",0,-1.0
2025-04-28,"Lifestyle, Food & Travel",0,-1.0
2025-05-05,"Lifestyle, Food & Travel",0,-1.0
2025-05-12,"Lifestyle, Food & Travel",0,-1.0
2025-05-19,"Lifestyle, Food & Travel",0,-1.0
2025-05-26,"Lifestyle, Food & Travel",0,-1.0
2025-06-02,"Lifestyle, Food & Travel",0,-1.0
2025-06-09,"Lifestyle, Food & Travel",0,-1.0
2025-06-16,"Lifestyle, Food & Travel",0,-1.0
2025-06-23,"Lifestyle, Food & Travel",0,-1.0
2025-06-30,"Lifestyle, Food & Travel",0,-1.0
2025-07-07,"Lifestyle, Food & Travel",0,-1.0
2025-07-14,"Lifestyle, Food & Travel",0,-1.0
2025-07-21,"Lifestyle, Food & Travel",0,-1.0
2025-07-28,"Lifestyle, Food & Travel",0,-1.0
2025-08-04,"Lifestyle, Food & Travel",0,-1.0
2025-08-11,"Lifestyle, Food & Travel",0,-1.0
2025-08-18,"Lifestyle, Food & Travel",0,-1.0
2025-08-25,"Lifestyle, Food & Travel",0,-1.0
2025-09-01,"Lifestyle, Food & Travel",0,-1.0
2025-09-08,"Lifestyle, Food & Travel",0,-1.0
2025-09-15,"Lifestyle, Food & Travel",0,-1.0
2025-09-22,"Lifestyle, Food & Travel",0,-1.0
2025-09-29,"Lifestyle, Food & Travel",0,-1.0
2025-10-06,"Lifestyle, Food & Travel",0,-1.0
2025-10-13,"Lifestyle, Food & Travel",0,-1.0
2025-10-20,"Lifestyle, Food & Travel",0,-1.0
2025-10-27,"Lifestyle, Food & Travel",0,-1.0
2025-11-03,"Lifestyle, Food & Travel",0,-1.0
2025-11-10,"Lifestyle, Food & Travel",0,-1.0
2025-11-17,"Lifestyle, Food & Travel",0,-1.0
2025-11-24,"Lifestyle, Food & Travel",0,-1.0
2025-12-01,"Lifestyle, Food & Travel",0,-1.0
2025-12-08,"Lifestyle, Food & Travel",0,-1.0
2025-12-15,"Lifestyle, Food & Travel",0,-1.0
2025-12-22,"Lifestyle, Food & Travel",0,-1.0
2025-12-29,"Lifestyle, Food & Travel",0,-1.0
2026-01-05,"Lifestyle, Food & Travel",1,1.9999996400000435
2026-01-12,"Lifestyle, Food & Travel",1,1.9999998200000109
2026-01-19,"Lifestyle, Food & Travel",0,1.9999998200000109
2026-01-26,"Lifestyle, Food & Travel",1,1.9999998800000047
2026-02-02,"Lifestyle, Food & Travel",2,1.3999999424000014
2026-02-09,"Lifestyle, Food & Travel",3,1.2499999662500003
2026-02-16,"Lifestyle, Food & Travel",1,1.3333333022222225
2026-02-23,"Lifestyle, Food & Travel",4,1.307692286390533
2026-03-02,"Lifestyle, Food & Travel",0,0.8461538291124264
2026-03-09,"Lifestyle, Food & Travel",3,0.4999999887500002
2026-03-16,"Lifestyle, Food & Travel",1,0.41176469591695497
2026-03-23,"Lifestyle, Food & Travel",0,-0.2941176520415225
2026-03-30,"Lifestyle, Food & Travel",2,-6.666666552135325e-09
2026-04-06,"Lifestyle, Food & Travel",0,-0.4705882390311419
2026-04-13,"Lifestyle, Food & Travel",0,-0.6470588260207613
2026-04-20,"Lifestyle, Food & Travel",0,-0.6250000028125
2026-04-27,"Lifestyle, Food & Travel",0,-1.0
2026-05-04,"Lifestyle, Food & Travel",0,-1.0
2026-05-11,"Lifestyle, Food & Travel",0,-1.0
2026-05-18,"Lifestyle, Food & Travel",0,-1.0
2026-05-25,"Lifestyle, Food & Travel",0,-1.0
2026-06-01,"Lifestyle, Food & Travel",0,-1.0
2026-06-08,"Lifestyle, Food & Travel",0,-1.0
2026-06-15,"Lifestyle, Food & Travel",0,-1.0
2026-06-22,"Lifestyle, Food & Travel",0,-1.0
2026-06-29,"Lifestyle, Food & Travel",0,-1.0
2022-10-03,Middle East & Global Conflict,0,
2022-10-10,Middle East & Global Conflict,0,
2022-10-17,Middle East & Global Conflict,0,
2022-10-24,Middle East & Global Conflict,0,
2022-10-31,Middle East & Global Conflict,0,
2022-11-07,Middle East & Global Conflict,0,
2022-11-14,Middle East & Global Conflict,0,
2022-11-21,Middle East & Global Conflict,0,
2022-11-28,Middle East & Global Conflict,0,
2022-12-05,Middle East & Global Conflict,0,
2022-12-12,Middle East & Global Conflict,0,
2022-12-19,Middle East & Global Conflict,0,-1.0
2022-12-26,Middle East & Global Conflict,0,-1.0
2023-01-02,Middle East & Global Conflict,0,-1.0
2023-01-09,Middle East & Global Conflict,0,-1.0
2023-01-16,Middle East & Global Conflict,0,-1.0
2023-01-23,Middle East & Global Conflict,0,-1.0
2023-01-30,Middle East & Global Conflict,0,-1.0
2023-02-06,Middle East & Global Conflict,0,-1.0
2023-02-13,Middle East & Global Conflict,0,-1.0
2023-02-20,Middle East & Global Conflict,0,-1.0
2023-02-27,Middle East & Global Conflict,0,-1.0
2023-03-06,Middle East & Global Conflict,0,-1.0
2023-03-13,Middle East & Global Conflict,0,-1.0
2023-03-20,Middle East & Global Conflict,0,-1.0
2023-03-27,Middle East & Global Conflict,0,-1.0
2023-04-03,Middle East & Global Conflict,0,-1.0
2023-04-10,Middle East & Global Conflict,0,-1.0
2023-04-17,Middle East & Global Conflict,0,-1.0
2023-04-24,Middle East & Global Conflict,0,-1.0
2023-05-01,Middle East & Global Conflict,0,-1.0
2023-05-08,Middle East & Global Conflict,0,-1.0
2023-05-15,Middle East & Global Conflict,0,-1.0
2023-05-22,Middle East & Global Conflict,0,-1.0
2023-05-29,Middle East & Global Conflict,0,-1.0
2023-06-05,Middle East & Global Conflict,0,-1.0
2023-06-12,Middle East & Global Conflict,0,-1.0
2023-06-19,Middle East & Global Conflict,0,-1.0
2023-06-26,Middle East & Global Conflict,0,-1.0
2023-07-03,Middle East & Global Conflict,0,-1.0
2023-07-10,Middle East & Global Conflict,0,-1.0
2023-07-17,Middle East & Global Conflict,0,-1.0
2023-07-24,Middle East & Global Conflict,0,-1.0
2023-07-31,Middle East & Global Conflict,0,-1.0
2023-08-07,Middle East & Global Conflict,0,-1.0
2023-08-14,Middle East & Global Conflict,0,-1.0
2023-08-21,Middle East & Global Conflict,0,-1.0
2023-08-28,Middle East & Global Conflict,0,-1.0
2023-09-04,Middle East & Global Conflict,0,-1.0
2023-09-11,Middle East & Global Conflict,0,-1.0
2023-09-18,Middle East & Global Conflict,0,-1.0
2023-09-25,Middle East & Global Conflict,0,-1.0
2023-10-02,Middle East & Global Conflict,0,-1.0
2023-10-09,Middle East & Global Conflict,0,-1.0
2023-10-16,Middle East & Global Conflict,1,1.9999996400000435
2023-10-23,Middle East & Global Conflict,0,1.9999996400000435
2023-10-30,Middle East & Global Conflict,0,1.9999996400000435
2023-11-06,Middle East & Global Conflict,1,1.9999998200000109
2023-11-13,Middle East & Global Conflict,0,0.49999991000000543
2023-11-20,Middle East & Global Conflict,1,0.9999999200000032
2023-11-27,Middle East & Global Conflict,0,0.9999999200000032
2023-12-04,Middle East & Global Conflict,0,-3.999999842463353e-08
2023-12-11,Middle East & Global Conflict,0,-3.999999842463353e-08
2023-12-18,Middle East & Global Conflict,0,-1.0
2023-12-25,Middle East & Global Conflict,0,-1.0
2024-01-01,Middle East & Global Conflict,0,-1.0
2024-01-08,Middle East & Global Conflict,0,-1.0
2024-01-15,Middle East & Global Conflict,0,-1.0
2024-01-22,Middle East & Global Conflict,0,-1.0
2024-01-29,Middle East & Global Conflict,0,-1.0
2024-02-05,Middle East & Global Conflict,1,0.49999991000000543
2024-02-12,Middle East & Global Conflict,1,1.9999998200000109
2024-02-19,Middle East & Global Conflict,0,1.9999998200000109
2024-02-26,Middle East & Global Conflict,0,1.9999998200000109
2024-03-04,Middle East & Global Conflict,0,0.49999991000000543
2024-03-11,Middle East & Global Conflict,0,-1.0
2024-03-18,Middle East & Global Conflict,0,-1.0
2024-03-25,Middle East & Global Conflict,0,-1.0
2024-04-01,Middle East & Global Conflict,0,-1.0
2024-04-08,Middle East & Global Conflict,0,-1.0
2024-04-15,Middle East & Global Conflict,0,-1.0
2024-04-22,Middle East & Global Conflict,0,-1.0
2024-04-29,Middle East & Global Conflict,0,-1.0
2024-05-06,Middle East & Global Conflict,0,-1.0
2024-05-13,Middle East & Global Conflict,0,-1.0
2024-05-20,Middle East & Global Conflict,0,-1.0
2024-05-27,Middle East & Global Conflict,0,-1.0
2024-06-03,Middle East & Global Conflict,0,-1.0
2024-06-10,Middle East & Global Conflict,0,-1.0
2024-06-17,Middle East & Global Conflict,0,-1.0
2024-06-24,Middle East & Global Conflict,0,-1.0
2024-07-01,Middle East & Global Conflict,0,-1.0
2024-07-08,Middle East & Global Conflict,0,-1.0
2024-07-15,Middle East & Global Conflict,0,-1.0
2024-07-22,Middle East & Global Conflict,0,-1.0
2024-07-29,Middle East & Global Conflict,0,-1.0
2024-08-05,Middle East & Global Conflict,0,-1.0
2024-08-12,Middle East & Global Conflict,0,-1.0
2024-08-19,Middle East & Global Conflict,0,-1.0
2024-08-26,Middle East & Global Conflict,0,-1.0
2024-09-02,Middle East & Global Conflict,0,-1.0
2024-09-09,Middle East & Global Conflict,0,-1.0
2024-09-16,Middle East & Global Conflict,0,-1.0
2024-09-23,Middle East & Global Conflict,0,-1.0
2024-09-30,Middle East & Global Conflict,0,-1.0
2024-10-07,Middle East & Global Conflict,0,-1.0
2024-10-14,Middle East & Global Conflict,0,-1.0
2024-10-21,Middle East & Global Conflict,0,-1.0
2024-10-28,Middle East & Global Conflict,0,-1.0
2024-11-04,Middle East & Global Conflict,0,-1.0
2024-11-11,Middle East & Global Conflict,0,-1.0
2024-11-18,Middle East & Global Conflict,0,-1.0
2024-11-25,Middle East & Global Conflict,0,-1.0
2024-12-02,Middle East & Global Conflict,0,-1.0
2024-12-09,Middle East & Global Conflict,0,-1.0
2024-12-16,Middle East & Global Conflict,0,-1.0
2024-12-23,Middle East & Global Conflict,1,1.9999996400000435
2024-12-30,Middle East & Global Conflict,0,1.9999996400000435
2025-01-06,Middle East & Global Conflict,0,1.9999996400000435
2025-01-13,Middle East & Global Conflict,0,1.9999996400000435
2025-01-20,Middle East & Global Conflict,0,-1.0
2025-01-27,Middle East & Global Conflict,0,-1.0
2025-02-03,Middle East & Global Conflict,0,-1.0
2025-02-10,Middle East & Global Conflict,0,-1.0
2025-02-17,Middle East & Global Conflict,0,-1.0
2025-02-24,Middle East & Global Conflict,0,-1.0
2025-03-03,Middle East & Global Conflict,0,-1.0
2025-03-10,Middle East & Global Conflict,0,-1.0
2025-03-17,Middle East & Global Conflict,0,-1.0
2025-03-24,Middle East & Global Conflict,0,-1.0
2025-03-31,Middle East & Global Conflict,0,-1.0
2025-04-07,Middle East & Global Conflict,0,-1.0
2025-04-14,Middle East & Global Conflict,0,-1.0
2025-04-21,Middle East & Global Conflict,0,-1.0
2025-04-28,Middle East & Global Conflict,0,-1.0
2025-05-05,Middle East & Global Conflict,0,-1.0
2025-05-12,Middle East & Global Conflict,0,-1.0
2025-05-19,Middle East & Global Conflict,0,-1.0
2025-05-26,Middle East & Global Conflict,0,-1.0
2025-06-02,Middle East & Global Conflict,0,-1.0
2025-06-09,Middle East & Global Conflict,0,-1.0
2025-06-16,Middle East & Global Conflict,0,-1.0
2025-06-23,Middle East & Global Conflict,0,-1.0
2025-06-30,Middle East & Global Conflict,0,-1.0
2025-07-07,Middle East & Global Conflict,0,-1.0
2025-07-14,Middle East & Global Conflict,0,-1.0
2025-07-21,Middle East & Global Conflict,0,-1.0
2025-07-28,Middle East & Global Conflict,0,-1.0
2025-08-04,Middle East & Global Conflict,0,-1.0
2025-08-11,Middle East & Global Conflict,0,-1.0
2025-08-18,Middle East & Global Conflict,0,-1.0
2025-08-25,Middle East & Global Conflict,0,-1.0
2025-09-01,Middle East & Global Conflict,0,-1.0
2025-09-08,Middle East & Global Conflict,0,-1.0
2025-09-15,Middle East & Global Conflict,0,-1.0
2025-09-22,Middle East & Global Conflict,0,-1.0
2025-09-29,Middle East & Global Conflict,0,-1.0
2025-10-06,Middle East & Global Conflict,0,-1.0
2025-10-13,Middle East & Global Conflict,0,-1.0
2025-10-20,Middle East & Global Conflict,0,-1.0
2025-10-27,Middle East & Global Conflict,0,-1.0
2025-11-03,Middle East & Global Conflict,0,-1.0
2025-11-10,Middle East & Global Conflict,0,-1.0
2025-11-17,Middle East & Global Conflict,0,-1.0
2025-11-24,Middle East & Global Conflict,0,-1.0
2025-12-01,Middle East & Global Conflict,0,-1.0
2025-12-08,Middle East & Global Conflict,0,-1.0
2025-12-15,Middle East & Global Conflict,0,-1.0
2025-12-22,Middle East & Global Conflict,0,-1.0
2025-12-29,Middle East & Global Conflict,0,-1.0
2026-01-05,Middle East & Global Conflict,2,1.9999998200000109
2026-01-12,Middle East & Global Conflict,0,1.9999998200000109
2026-01-19,Middle East & Global Conflict,2,1.9999999100000028
2026-01-26,Middle East & Global Conflict,0,1.9999999100000028
2026-02-02,Middle East & Global Conflict,1,0.7999999568000009
2026-02-09,Middle East & Global Conflict,2,1.1428571061224493
2026-02-16,Middle East & Global Conflict,1,0.49999997750000036
2026-02-23,Middle East & Global Conflict,1,0.6666666444444447
2026-03-02,Middle East & Global Conflict,1,0.49999998200000006
2026-03-09,Middle East & Global Conflict,2,0.2499999875000003
2026-03-16,Middle East & Global Conflict,1,0.15384614319526646
2026-03-23,Middle East & Global Conflict,0,-0.07692308544378679
2026-03-30,Middle East & Global Conflict,0,-0.18181819074380157
2026-04-06,Middle East & Global Conflict,0,-0.7272727302479338
2026-04-13,Middle East & Global Conflict,0,-1.0
2026-04-20,Middle East & Global Conflict,0,-1.0
2026-04-27,Middle East & Global Conflict,0,-1.0
2026-05-04,Middle East & Global Conflict,0,-1.0
2026-05-11,Middle East & Global Conflict,0,-1.0
2026-05-18,Middle East & Global Conflict,0,-1.0
2026-05-25,Middle East & Global Conflict,0,-1.0
2026-06-01,Middle East & Global Conflict,0,-1.0
2026-06-08,Middle East & Global Conflict,0,-1.0
2026-06-15,Middle East & Global Conflict,0,-1.0
2026-06-22,Middle East & Global Conflict,0,-1.0
2026-06-29,Middle East & Global Conflict,0,-1.0
2022-10-03,Science & Technology,0,
2022-10-10,Science & Technology,0,
2022-10-17,Science & Technology,0,
2022-10-24,Science & Technology,0,
2022-10-31,Science & Technology,0,
2022-11-07,Science & Technology,0,
2022-11-14,Science & Technology,1,
2022-11-21,Science & Technology,0,
2022-11-28,Science & Technology,0,
2022-12-05,Science & Technology,1,
2022-12-12,Science & Technology,0,
2022-12-19,Science & Technology,0,0.49999991000000543
2022-12-26,Science & Technology,0,0.49999991000000543
2023-01-02,Science & Technology,0,-1.0
2023-01-09,Science & Technology,0,-1.0
2023-01-16,Science & Technology,0,-1.0
2023-01-23,Science & Technology,0,-1.0
2023-01-30,Science & Technology,0,-1.0
2023-02-06,Science & Technology,0,-1.0
2023-02-13,Science & Technology,0,-1.0
2023-02-20,Science & Technology,0,-1.0
2023-02-27,Science & Technology,0,-1.0
2023-03-06,Science & Technology,0,-1.0
2023-03-13,Science & Technology,0,-1.0
2023-03-20,Science & Technology,0,-1.0
2023-03-27,Science & Technology,0,-1.0
2023-04-03,Science & Technology,0,-1.0
2023-04-10,Science & Technology,0,-1.0
2023-04-17,Science & Technology,0,-1.0
2023-04-24,Science & Technology,0,-1.0
2023-05-01,Science & Technology,0,-1.0
2023-05-08,Science & Technology,0,-1.0
2023-05-15,Science & Technology,0,-1.0
